# COG	func	name
COG2824	K	Uncharacterized Zn-ribbon-containing protein
COG2825	MO	Periplasmic chaperone for outer membrane proteins, Skp family
COG2826	X	Transposase and inactivated derivatives, IS30 family
COG2827	L	Predicted endonuclease, GIY-YIG superfamily
COG2828	C	2-Methylaconitate cis-trans-isomerase PrpF (2-methyl citrate pathway)
COG2829	M	Outer membrane phospholipase A
COG2830	S	Uncharacterized protein
COG2831	U	Hemolysin activation/secretion protein
COG2832	S	Uncharacterized membrane protein YbaN, DUF454 family
COG2833	S	Uncharacterized conserved protein, contains ferritin-like DUF455 domain
COG2834	M	Outer membrane lipoprotein-sorting protein
COG2835	S	Uncharacterized conserved protein YbaR, Trm112 family
COG2836	P	Sulfite exporter TauE/SafE
COG2837	P	Periplasmic deferrochelatase/peroxidase EfeB
COG2838	C	Monomeric isocitrate dehydrogenase
COG2839	S	Uncharacterized conserved protein YqgC, DUF456 family
COG2840	L	DNA-nicking endonuclease, Smr domain
COG2841	S	Uncharacterized conserved protein YdcH, DUF465 family
COG2842	X	Bacteriophage DNA transposition protein, AAA+ family ATPase
COG2843	M	Poly-gamma-glutamate biosynthesis protein CapA/YwtB (capsule formation), metallophosphatase superfamily
COG2844	OT	UTP:GlnB (protein PII) uridylyltransferase
COG2845	S	Uncharacterized protein
COG2846	O	Iron-sulfur cluster repair protein YtfE, RIC family, contains ScdAN and hemerythrin domains
COG2847	P	Copper(I)-binding protein
COG2848	D	Uncharacterized conserved protein, UPF0210 family
COG2849	V	Antitoxin component YwqK of the YwqJK toxin-antitoxin module
COG2850	J	Ribosomal protein L16 Arg81 hydroxylase, contains JmjC domain
COG2851	C	Mg2+/citrate symporter
COG2852	L	Very-short-patch-repair endonuclease
COG2853	M	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, lipoprotein component MlaA
COG2854	I	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, periplasmic MlaC component
COG2855	S	Uncharacterized membrane protein YadS
COG2856	E	Zn-dependent peptidase ImmA, M78 family
COG2857	C	Cytochrome c1
COG2859	S	Uncharacterized protein
COG2860	S	Uncharacterized membrane protein YeiH
COG2861	G	Uncharacterized conserved protein YibQ, putative polysaccharide deacetylase 2 family
COG2862	S	Uncharacterized membrane protein YqhA
COG2863	C	Cytochrome c553
COG2864	C	Cytochrome b subunit of formate dehydrogenase
COG2865	K	Predicted transcriptional regulator, contains HTH domain
COG2866	M	Murein tripeptide amidase MpaA
COG2867	J	Ribosome association toxin PasT (RatA) of the RatAB toxin-antitoxin module
COG2868	S	Uncharacterized conserved protein YsxB, DUF464 family
COG2869	C	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrC
COG2870	M	ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase
COG2871	C	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrF
COG2872	J	Ser-tRNA(Ala) deacylase AlaX (editing enzyme)
COG2873	E	O-acetylhomoserine/O-acetylserine sulfhydrylase, pyridoxal phosphate-dependent
COG2874	N	Archaellum biogenesis protein FlaH, an ATPase
COG2875	H	Precorrin-4 methylase
COG2876	E	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase
COG2877	M	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase
COG2878	C	Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfB subunit
COG2879	S	Uncharacterized short protein YbdD, DUF466 family
COG2880	R	Predicted DNA-binding protein, potential antitoxin AbrB/MazE fold
COG2881	S	Uncharacterized protein
COG2882	N	Flagellar biosynthesis chaperone FliJ
COG2884	D	ABC-type ATPase involved in cell division
COG2885	M	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins
COG2886	R	Predicted antitoxin, contains HTH domain
COG2887	L	RecB family exonuclease
COG2888	R	Predicted RNA-binding protein involved in translation, contains  Zn-ribbon domain, DUF1610 family
COG2890	J	Methylase of polypeptide chain release factors
COG2891	M	Cell shape-determining protein MreD
COG2892	J	tRNA threonylcarbamoyladenosine modification (KEOPS) complex,  Pcc1 subunit
COG2893	G	Phosphotransferase system, mannose/fructose-specific component IIA
COG2894	D	Septum formation inhibitor-activating ATPase MinD
COG2895	P	Sulfate adenylyltransferase subunit 1, EFTu-like GTPase family
COG2896	H	Molybdenum cofactor biosynthesis enzyme MoaA
COG2897	P	3-mercaptopyruvate sulfurtransferase SseA, contains two rhodanese domains
COG2898	S	Lysylphosphatidylglycerol synthetase, C-terminal domain, DUF2156 family
COG2899	S	Uncharacterized protein
COG2900	S	Uncharacterized coiled-coil protein SlyX (sensitive to lysis X)
COG2901	K	DNA-binding protein Fis (factor for inversion stimulation)
COG2902	E	NAD-specific glutamate dehydrogenase
COG2904	J	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF, N-terminal domain
COG2905	T	Signal-transduction protein containing cAMP-binding, CBS, and nucleotidyltransferase domains
COG2906	P	Bacterioferritin-associated ferredoxin
COG2907	R	Predicted NAD/FAD-binding protein
COG2908	M	UDP-2,3-diacylglucosamine pyrophosphatase LpxH
COG2909	K	ATP-, maltotriose- and DNA-dependent transcriptional regulator MalT
COG2910	R	Putative NADH-flavin reductase
COG2911	U	Autotransporter translocation and assembly factor TamB
COG2912	T	Regulator of sirC expression, contains transglutaminase-like and TPR domains
COG2913	M	Outer membrane protein assembly factor BamE, lipoprotein component of the BamABCDE complex
COG2914	V	Putative antitoxin component PasI (RatB) of the RatAB toxin-antitoxin module, ubiquitin-RnfH superfamily
COG2915	XT	Regulator of phage lambda lysogenization HflD, binds to CII and stimulates its degradation
COG2916	K	DNA-binding protein H-NS
COG2917	D	Intracellular septation protein A
COG2918	H	Gamma-glutamylcysteine synthetase
COG2919	D	Cell division protein FtsB
COG2920	P	Sulfur relay (sulfurtransferase) protein, DsrC/TusE family
COG2921	T	Putative lipoic acid-binding regulatory protein
COG2922	S	Uncharacterized conserved protein Smg, DUF494 family
COG2923	P	Sulfur relay (sulfurtransferase) complex TusC component, DsrF/TusC family
COG2924	PO	Fe-S cluster biosynthesis and repair protein YggX
COG2925	L	Exonuclease I
COG2926	S	Uncharacterized conserved protein YeeX, DUF496 family
COG2927	L	DNA polymerase III, chi subunit
COG2928	S	Uncharacterized membrane protein
COG2929	S	Uncharacterized conserved protein, DUF497 family
COG2930	I	Lipid-binding SYLF domain
COG2931	Q	Ca2+-binding protein, RTX toxin-related
COG2932	X	Phage repressor protein C, contains Cro/C1-type HTH and peptisase s24 domains
COG2933	J	23S rRNA C2498 (ribose-2'-O)-methylase RlmM
COG2935	O	Arginyl-tRNA--protein-N-Asp/Glu arginylyltransferase
COG2936	R	Predicted acyl esterase
COG2937	I	Glycerol-3-phosphate O-acyltransferase
COG2938	O	Succinate dehydrogenase flavin-adding protein, antitoxin component of the CptAB toxin-antitoxin module
COG2939	E	Carboxypeptidase C (cathepsin A)
COG2940	R	SET domain-containing protein (function unknown)
COG2941	H	Demethoxyubiquinone hydroxylase, CLK1/Coq7/Cat5 family
COG2942	G	Mannose or cellobiose epimerase, N-acyl-D-glucosamine 2-epimerase family
COG2943	MG	Membrane glycosyltransferase
COG2944	K	DNA-binding transcriptional regulator YiaG, XRE-type HTH domain
COG2945	R	Alpha/beta superfamily hydrolase
COG2946	L	DNA relaxase NicK
COG2947	R	Predicted RNA-binding protein, contains PUA-like domain
COG2948	U	Type IV secretory pathway, VirB10 components
COG2949	M	Uncharacterized periplasmic protein SanA, affects membrane permeability for vancomycin
COG2951	M	Membrane-bound lytic murein transglycosylase B
COG2952	S	Uncharacterized protein
COG2954	R	CYTH domain, found in class IV adenylate cyclase and various triphosphatases
COG2956	M	Lipopolysaccharide biosynthesis regulator YciM, contains six TPR domains and a predicted metal-binding C-terminal domain
COG2957	E	Agmatine/peptidylarginine deiminase
COG2958	S	Uncharacterized protein
COG2959	S	Uncharacterized conserved protein HemX (no evidence of involvement in heme biosynthesis)
COG2960	S	Uncharacterized conserved protein YqiC, BMFP domain
COG2961	J	23S rRNA A2030 N6-methylase RlmJ
COG2962	S	Uncharacterized membrane protein RarD, contains two EamA domains
COG2963	X	Transposase and inactivated derivatives
COG2964	K	Predicted transcriptional regulator YheO, contains PAS and DNA-binding HTH domains
COG2965	L	Primosomal replication protein N
COG2966	S	Uncharacterized membrane protein YjjP, DUF1212 family
COG2967	P	Uncharacterized protein affecting Mg2+/Co2+ transport
COG2968	S	Uncharacterized conserved protein YggE, contains kinase-interacting SIMPL domain
COG2969	R	Stringent starvation protein B
COG2971	G	BadF-type ATPase, related to human N-acetylglucosamine kinase
COG2972	T	Sensor histidine kinase YesM
COG2973	K	Trp operon repressor
COG2974	L	DNA recombination-dependent growth factor C
COG2975	O	Fe-S-cluster formation regulator IscX/YfhJ
COG2976	T	Putative negative regulator of RcsB-dependent stress response
COG2977	Q	4'-phosphopantetheinyl transferase EntD (siderophore biosynthesis)
COG2978	H	p-Aminobenzoyl-glutamate transporter AbgT
COG2979	S	Uncharacterized membrane protein YebE, DUF533 family
COG2980	M	Outer membrane lipoprotein LptE/RlpB (LPS assembly)
COG2981	E	Uncharacterized protein involved in cysteine biosynthesis
COG2982	M	Uncharacterized protein involved in outer membrane biogenesis
COG2983	S	Uncharacterized cysteine cluster protein YcgN, CxxCxxCC family
COG2984	R	ABC-type uncharacterized transport system, periplasmic component
COG2985	R	Uncharacterized membrane protein YbjL, putative transporter
COG2986	E	Histidine ammonia-lyase
COG2987	E	Urocanate hydratase
COG2988	E	Succinylglutamate desuccinylase
COG2989	M	Murein L,D-transpeptidase YcbB/YkuD
COG2990	S	Uncharacterized protein VirK/YbjX
COG2991	S	Uncharacterized protein
COG2992	R	Uncharacterized FlgJ-related protein
COG2993	C	Cbb3-type cytochrome oxidase, cytochrome c subunit
COG2994	O	ACP:hemolysin acyltransferase (hemolysin-activating protein)
COG2995	S	Uncharacterized paraquat-inducible protein A
COG2996	R	Predicted RNA-binding protein, contains S1 domains,  virulence factor B family
COG2998	P	ABC-type tungstate transport system, permease component
COG2999	O	Glutaredoxin 2
COG3000	I	Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily
COG3001	G	Fructosamine-3-kinase
COG3002	S	Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family
COG3004	CP	Na+/H+ antiporter NhaA
COG3005	C	Tetraheme cytochrome c subunit of nitrate or TMAO reductase
COG3006	D	Chromosome condensin MukBEF complex, kleisin-like MukF subunit
COG3007	I	Trans-2-enoyl-CoA reductase
COG3008	S	Paraquat-inducible protein B
COG3009	S	Uncharacterized lipoprotein YmbA
COG3010	G	Putative N-acetylmannosamine-6-phosphate epimerase
COG3011	R	Predicted thiol-disulfide oxidoreductase YuxK, DCC family
COG3012	S	Uncharacterized conserved protein YchJ, contains N- and C-terminal SEC-C domains
COG3013	S	Uncharacterized protein YfbU, UPF0304 family
COG3014	S	Uncharacterized protein
COG3015	MV	Uncharacterized lipoprotein NlpE involved in copper resistance
COG3016	S	Uncharacterized iron-regulated protein
COG3017	M	Outer membrane lipoprotein LolB, involved in outer membrane biogenesis
COG3018	S	Uncharacterized protein
COG3019	S	Uncharacterized conserved protein
COG3021	R	Uncharacterized conserved protein YafD, endonuclease/exonuclease/phosphatase (EEP) superfamily
COG3022	P	Cytoplasmic iron level regulating protein YaaA, DUF328/UPF0246 family
COG3023	M	N-acetyl-anhydromuramyl-L-alanine amidase AmpD
COG3024	L	Endogenous inhibitor of DNA gyrase, YacG/DUF329 family
COG3025	P	Inorganic triphosphatase YgiF, contains CYTH and CHAD domains
COG3026	T	Negative regulator of sigma E activity
COG3027	D	Cell division protein ZapA, inhibits GTPase activity of FtsZ
COG3028	J	Ribosomal 50S subunit-associated protein YjgA (function unknown), DUF615 family
COG3029	C	Fumarate reductase subunit C
COG3030	R	Protein affecting phage T7 exclusion by the F plasmid, UPF0716 family
COG3031	U	Type II secretory pathway, component PulC
COG3033	E	Tryptophanase
COG3034	M	Murein L,D-transpeptidase YafK
COG3036	J	Stalled ribosome alternative rescue factor ArfA
COG3037	G	Ascorbate-specific PTS system EIIC-type component UlaA
COG3038	C	Cytochrome b561
COG3039	X	Transposase and inactivated derivatives, IS5 family
COG3040	M	Bacterial lipocalin
COG3041	J	mRNA-degrading endonuclease (mRNA interferase) YafQ, toxin component of the YafQ-DinJ toxin-antitoxin module
COG3042	R	Putative hemolysin
COG3043	CP	Nitrate reductase cytochrome c-type subunit
COG3044	R	Predicted ATPase of the ABC class
COG3045	T	Periplasmic catabolite regulation protein CreA (function unknown)
COG3046	R	Uncharacterized protein related to deoxyribodipyrimidine photolyase
COG3047	M	Outer membrane protein W
COG3048	E	D-serine dehydratase
COG3049	MR	Penicillin V acylase or related amidase, Ntn superfamily
COG3050	L	DNA polymerase III, psi subunit
COG3051	C	Citrate lyase, alpha subunit
COG3052	C	Citrate lyase, gamma subunit
COG3053	C	Citrate lyase synthetase
COG3054	R	Predicted transcriptional regulator
COG3055	M	N-acetylneuraminic acid mutarotase
COG3056	S	Uncharacterized lipoprotein YajG
COG3057	L	Negative regulator of replication initiation
COG3058	CO	Formate dehydrogenase maturation protein FdhE
COG3059	S	Uncharacterized membrane protein YkgB
COG3060	KE	Transcriptional regulator of met regulon
COG3061	S	Cell envelope opacity-associated protein A (function unknown)
COG3062	O	Cytoplasmic chaperone NapD for the signal peptide of periplasmic nitrate reductase NapAB
COG3063	NW	Tfp pilus assembly protein PilF
COG3064	M	Membrane protein involved in colicin uptake
COG3065	M	Starvation-inducible outer membrane lipoprotein
COG3066	L	DNA mismatch repair protein MutH
COG3067	CP	Na+/H+ antiporter NhaB
COG3068	S	Uncharacterized protein YjaG, DUF416 family
COG3069	C	C4-dicarboxylate transporter
COG3070	K	Transcriptional regulator of competence genes, TfoX/Sxy family
COG3071	S	Uncharacterized conserved protein HemY, contains two TPR repeats
COG3072	F	Adenylate cyclase
COG3073	T	Negative regulator of sigma E activity
COG3074	D	Cell division protein ZapB, interacts with FtsZ
COG3075	E	Anaerobic glycerol-3-phosphate dehydrogenase
COG3076	J	Regulator of RNase E activity RraB
COG3077	V	Antitoxin component of the RelBE or YafQ-DinJ toxin-antitoxin module
COG3078	J	Ribosome assembly protein YihI, activator of Der GTPase
COG3079	S	Uncharacterized conserved protein YgfB, UPF0149 family
COG3080	C	Fumarate reductase subunit D
COG3081	S	Nucleoid-associated protein YejK (function unknown)
COG3082	S	Uncharacterized conserved protein YejL, UPF0352 family
COG3083	M	Membrane-anchored periplasmic protein YejM, alkaline phosphatase superfamily
COG3084	S	Uncharacterized protein YihD, DUF1040 family
COG3085	S	Uncharacterized conserved protein YifE, UPF0438 family
COG3086	T	Positive regulator of sigma E activity
COG3087	D	Cell division protein FtsN
COG3088	CO	Cytochrome c-type biogenesis protein CcmH/NrfF
COG3089	S	Uncharacterized conserved protein YheU, UPF0270 family
COG3090	G	TRAP-type C4-dicarboxylate transport system, small permease component
COG3091	R	Predicted Zn-dependent metalloprotease, SprT family
COG3092	S	Uncharacterized membrane protein YfbV, UPF0208 family
COG3093	V	Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain
COG3094	S	Uncharacterized membrane protein SirB2
COG3095	D	Chromosome condensin MukBEF, MukE localization factor
COG3096	D	Chromosome condensin MukBEF, ATPase and DNA-binding subunit MukB [Escherichia coli str. K-12 substr. MG1655
COG3097	S	Uncharacterized protein YqfB, UPF0267 family
COG3098	S	Uncharacterized conserved protein YqcC, DUF446 family
COG3099	S	Uncharacterized conserved protein YciU, UPF0263 family
COG3100	S	Uncharacterized conserved protein YcgL, UPF0745 family
COG3101	J	Elongation factor P hydroxylase (EF-P beta-lysylation pathway)
COG3102	R	Uncharacterized conserved protein YecM, predicted metalloenzyme
COG3103	R	Uncharacterized conserved protein YgiM, contains N-terminal SH3 domain, DUF1202 family
COG3104	E	Dipeptide/tripeptide permease
COG3105	S	Uncharacterized membrane-anchored protein YhcB, DUF1043 family
COG3106	R	Predicted ATPase, YcjX-like family
COG3107	M	Outer membrane lipoprotein LpoA, binds and activates PBP1a
COG3108	S	Uncharacterized conserved protein YcbK, DUF882 family
COG3109	T	sRNA-binding protein
COG3110	S	Uncharacterized conserved protein YccT, UPF0319 family
COG3111	S	Predicted periplasmic protein YdeI with OB-fold, BOF family
COG3112	S	Uncharacterized protein YacL, UPF0231 family
COG3113	M	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, MlaB component, contains STAS domain
COG3114	U	Heme exporter protein D
COG3115	D	Cell division protein ZipA, interacts with FtsZ
COG3116	D	Cell division protein FtsL, interacts with FtsB, FtsL and FtsQ
COG3117	M	Lipopolysaccharide export system protein LptC
COG3118	O	Negative regulator of GroEL, contains thioredoxin-like and TPR-like domains
COG3119	P	Arylsulfatase A or related enzyme
COG3120	L	Macrodomain Ter protein organizer, MatP/YcbG family
COG3121	W	P pilus assembly protein, chaperone PapD
COG3122	S	Uncharacterized conserved protein YaiL, DUF2058 family
COG3123	S	Uncharacterized conserved protein YaiE, UPF0345 family
COG3124	I	Acyl carrier protein phosphodiesterase
COG3125	C	Heme/copper-type cytochrome/quinol oxidase, subunit 4
COG3126	S	Uncharacterized lipoprotein YbaY
COG3127	Q	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component
COG3128	R	Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX
COG3129	J	23S rRNA A1618 N6-methylase RlmF
COG3130	J	Ribosome modulation factor
COG3131	M	Periplasmic glucans biosynthesis protein
COG3132	S	Uncharacterized conserved protein YceH, UPF0502 family
COG3133	M	Outer membrane lipoprotein SlyB
COG3134	S	Uncharacterized conserved protein YcfJ, contains glycine zipper 2TM domain
COG3135	Q	Predicted benzoate:H+ symporter BenE
COG3136	S	Uncharacterized membrane protein, GlpM family
COG3137	M	Putative salt-induced outer membrane protein YdiY
COG3138	E	Arginine/ornithine N-succinyltransferase beta subunit
COG3139	S	Uncharacterized conserved protein YeaC, DUF1315 family
COG3140	S	Uncharacterized conserved protein YoaH, UPF0181 family
COG3141	L	dsDNA-binding SOS-regulon protein, induction by DNA damage requires cAMP
COG3142	P	Copper homeostasis protein CutC
COG3143	NT	Chemotaxis regulator CheZ, phosphatase of CheY~P
COG3144	N	Flagellar hook-length control protein FliK
COG3145	L	Alkylated DNA repair dioxygenase AlkB
COG3146	R	Predicted N-acyltransferase
COG3147	D	Cell division protein DedD (periplasmic protein involved in septation)
COG3148	S	Uncharacterized conserved protein YfiP, DTW domain
COG3149	U	Type II secretory pathway, component PulM
COG3150	R	Predicted esterase YcpF, UPF0227 family
COG3151	S	Uncharacterized protein YqiB, DUF1249 family
COG3152	S	Uncharacterized membrane protein YhaH, DUF805 family
COG3153	R	Predicted N-acetyltransferase YhbS
COG3154	I	Predicted lipid carrier protein YhbT, SCP2 domain
COG3155	Q	Enhancing lycopene biosynthesis protein 2
COG3156	U	Type II secretory pathway, component PulK
COG3157	U	Type VI protein secretion system component Hcp (secreted cytotoxin)
COG3158	P	K+ transporter
COG3159	S	Uncharacterized conserved protein YigA, DUF484 family
COG3160	K	Regulator of sigma D
COG3161	H	4-hydroxybenzoate synthetase (chorismate-pyruvate lyase)
COG3162	S	Uncharacterized membrane protein, DUF485 family
COG3164	S	Uncharacterized conserved protein YhdP, contains DUF3971 and AsmA2 domains
COG3165	H	Ubiquinone biosynthesis protein UbiJ, contains SCP2 domain
COG3166	NW	Tfp pilus assembly protein PilN
COG3167	NW	Tfp pilus assembly protein PilO
COG3168	NW	Tfp pilus assembly protein PilP
COG3169	S	Uncharacterized conserved protein, DUF486 family
COG3170	NW	Tfp pilus assembly protein FimV
COG3171	S	Uncharacterized conserved protein YggL, DUF469 family
COG3172	H	Nicotinamide riboside kinase
COG3173	R	Predicted  kinase, aminoglycoside phosphotransferase (APT) family
COG3174	S	Uncharacterized membrane protein, DUF4010 family
COG3175	CO	Cytochrome c oxidase assembly protein Cox11
COG3176	R	Putative hemolysin
COG3177	K	Fic family protein
COG3178	R	Predicted phosphotransferase, aminoglycoside/choline kinase (APH/ChoK) family
COG3179	R	Predicted chitinase
COG3180	R	Uncharacterized membrane protein AbrB, regulator of aidB expression
COG3181	C	Tripartite-type tricarboxylate transporter, receptor component TctC
COG3182	S	Uncharacterized iron-regulated membrane protein
COG3183	V	Predicted restriction endonuclease, HNH family
COG3184	S	Uncharacterized protein
COG3185	ER	4-hydroxyphenylpyruvate dioxygenase and related hemolysins
COG3186	E	Phenylalanine-4-hydroxylase
COG3187	O	Heat shock protein HslJ
COG3188	NW	Outer membrane usher protein FimD/PapC
COG3189	S	Uncharacterized conserved protein YeaO, DUF488 family
COG3190	N	Flagellar biogenesis protein FliO
COG3191	EQ	L-aminopeptidase/D-esterase
COG3192	E	Ethanolamine transporter EutH, required for ethanolamine utilization at low pH
COG3193	S	Uncharacterized conserved protein GlcG, DUF336 family
COG3194	F	Ureidoglycolate hydrolase (allantoin degradation)
COG3195	F	2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase
COG3196	S	Uncharacterized protein CbrC, UPF0167 family
COG3197	P	Uncharacterized protein, possibly involved in nitrogen fixation
COG3198	S	Uncharacterized protein
COG3199	F	Predicted polyphosphate- or ATP-dependent NAD kinase
COG3200	E	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase, class II
COG3201	H	Nicotinamide riboside transporter PnuC
COG3202	C	ATP/ADP translocase
COG3203	M	Outer membrane protein (porin)
COG3204	S	Uncharacterized protein YjiK
COG3205	S	Uncharacterized membrane protein
COG3206	M	Uncharacterized protein involved in exopolysaccharide biosynthesis
COG3207	Q	Pyoverdine/dityrosine biosynthesis protein Dit1
COG3208	Q	Surfactin synthase thioesterase subunit
COG3209	R	Uncharacterized conserved protein RhaS, contains 28 RHS repeats
COG3210	U	Large exoprotein involved in heme utilization or adhesion
COG3211	R	Secreted phosphatase, PhoX family
COG3212	S	Uncharacterized membrane protein YkoI
COG3213	V	Uncharacterized protein involved in response to NO
COG3214	R	Uncharacterized conserved protein YcaQ, contains winged helix DNA-binding domain
COG3215	NW	Tfp pilus assembly protein PilZ
COG3216	S	Uncharacterized conserved protein, DUF2062 family
COG3217	R	Uncharacterized conserved protein YcbX, contains MOSC and Fe-S domains
COG3218	R	ABC-type uncharacterized transport system, auxiliary component
COG3219	S	Uncharacterized protein
COG3220	S	Uncharacterized conserved protein, UPF0276 family
COG3221	P	ABC-type phosphate/phosphonate transport system, periplasmic component
COG3222	S	Uncharacterized conserved protein, glycosyltransferase A (GT-A) superfamily, DUF2064 family
COG3223	R	Phosphate starvation-inducible membrane PsiE (function unknown)
COG3224	R	Antibiotic biosynthesis monooxygenase (ABM) superfamily enzyme
COG3225	N	ABC-type uncharacterized transport system involved in gliding motility, auxiliary component
COG3226	K	DNA-binding transcriptional regulator YbjK
COG3227	O	Zn-dependent metalloprotease
COG3228	T	Mlc titration factor MtfA, regulates ptsG expression
COG3230	P	Heme oxygenase
COG3231	J	Aminoglycoside phosphotransferase
COG3232	E	5-carboxymethyl-2-hydroxymuconate isomerase
COG3233	R	Predicted deacetylase
COG3234	S	Uncharacterized conserved protein YfaT, DUF1175 family
COG3235	S	Uncharacterized membrane protein
COG3236	O	Predicted NAD-dependent protein-ADP-ribosyltransferase YbiA, DUF1768 family
COG3237	S	Uncharacterized conserved protein YjbJ, UPF0337 family
COG3238	S	Uncharacterized membrane protein YdcZ, DUF606 family
COG3239	I	Fatty acid desaturase
COG3240	IR	Phospholipase/lecithinase/hemolysin
COG3241	C	Azurin
COG3242	S	Uncharacterized conserved protein YjeT, DUF2065 family
COG3243	I	Poly(3-hydroxyalkanoate) synthetase
COG3245	C	Cytochrome c5
COG3246	S	Uncharacterized conserved protein, DUF849 family
COG3247	S	Uncharacterized membrane protein HdeD, DUF308 family
COG3248	M	Nucleoside-specific outer membrane channel protein Tsx
COG3249	S	Uncharacterized protein
COG3250	G	Beta-galactosidase/beta-glucuronidase
COG3251	S	Uncharacterized conserved protein YbdZ, MbtH family
COG3252	H	Methenyltetrahydromethanopterin cyclohydrolase
COG3253	P	Chlorite dismutase
COG3254	M	L-rhamnose mutarotase
COG3255	I	Putative sterol carrier protein
COG3256	P	Nitric oxide reductase large subunit
COG3257	S	Uncharacterized protein, possibly involved in glyoxylate utilization
COG3258	C	Cytochrome c
COG3259	C	Coenzyme F420-reducing hydrogenase, alpha subunit
COG3260	C	Ni,Fe-hydrogenase III small subunit
COG3261	C	Ni,Fe-hydrogenase III large subunit
COG3262	C	Ni,Fe-hydrogenase III component G
COG3263	CP	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains
COG3264	M	Small-conductance mechanosensitive channel
COG3265	G	Gluconate kinase
COG3266	D	Cell division protein DamX, binds to the septal ring, contains C-terminal SPOR domain
COG3267	U	Type II secretory pathway, component ExeA (predicted ATPase)
COG3268	S	Uncharacterized conserved protein, related to short-chain dehydrogenases
COG3269	R	Predicted RNA-binding protein, contains TRAM domain
COG3270	J	Ribosome biogenesis protein, NOL1/NOP2/fmu family
COG3271	R	Predicted double-glycine peptidase
COG3272	S	Uncharacterized conserved protein YbgA, DUF1722 family
COG3273	S	Uncharacterized conserved protein, contains PhoU and TrkA_C domains
COG3274	M	Surface polysaccharide O-acyltransferase, integral membrane enzyme
COG3275	T	Sensor histidine kinase, LytS/YehU family
COG3276	J	Selenocysteine-specific translation elongation factor
COG3277	J	rRNA processing protein Gar1
COG3278	C	Cbb3-type cytochrome oxidase, subunit 1
COG3279	KT	DNA-binding response regulator, LytR/AlgR family
COG3280	G	Maltooligosyltrehalose synthase
COG3281	G	Predicted trehalose synthase
COG3283	KE	Transcriptional regulator of aromatic amino acids metabolism
COG3284	K	Transcriptional regulator of acetoin/glycerol metabolism
COG3285	L	Eukaryotic-type DNA primase
COG3286	S	Uncharacterized protein
COG3287	S	Uncharacterized conserved protein, contains FIST_N domain
COG3288	C	NAD/NADP transhydrogenase alpha subunit
COG3290	T	Sensor histidine kinase regulating citrate/malate metabolism
COG3291	S	PKD repeat
COG3292	T	Periplasmic ligand-binding sensor domain
COG3293	X	Transposase
COG3294	R	Metal-dependent phosphatase/phosphodiesterase, HD supefamily
COG3295	S	Uncharacterized protein
COG3296	S	Uncharacterized conserved protein, Tic20 family
COG3297	U	Type II secretory pathway, component PulL
COG3298	L	Predicted 3'-5' exonuclease related to the exonuclease domain of PolB
COG3299	X	Uncharacterized phage protein gp47/JayE
COG3300	T	MHYT domain, NO-binding membrane sensor
COG3301	P	Formate-dependent nitrite reductase, membrane component NrfD
COG3302	C	DMSO reductase anchor subunit
COG3303	P	Formate-dependent nitrite reductase, periplasmic cytochrome c552 subunit
COG3304	S	Uncharacterized membrane protein YccF, DUF307 family
COG3305	S	Uncharacterized membrane protein, DUF2068 family
COG3306	M	Glycosyltransferase involved in LPS biosynthesis, GR25 family
COG3307	M	O-antigen ligase
COG3308	S	Uncharacterized membrane protein
COG3309	S	Virulence-associated protein VapD (function unknown)
COG3310	S	Uncharacterized protein
COG3311	KX	Predicted DNA-binding transcriptional regulator AlpA
COG3312	C	FoF1-type ATP synthase assembly protein I
COG3313	R	Predicted Fe-S protein YdhL, DUF1289 family
COG3314	S	Uncharacterized membrane protein YjiH, contains nucleoside recognition GATE domain
COG3315	Q	O-Methyltransferase involved in polyketide biosynthesis
COG3316	X	Transposase (or an inactivated derivative)
COG3317	S	Uncharacterized lipoprotein
COG3318	S	Uncharacterized conserved protein YecA, UPF0149 family, contains C-terminal Zn-binding SEC-C motif
COG3319	Q	Thioesterase domain of type I polyketide synthase or non-ribosomal peptide synthetase
COG3320	Q	Thioester reductase domain of alpha aminoadipate reductase Lys2 and NRPSs
COG3321	Q	Acyl transferase domain in polyketide synthase (PKS) enzymes
